gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4875669489	ba745fec-6b40-4edd-b035-5a27a1232760	4030133.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	2	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2018-04-03	3	4	2018	2435099	2435099	MACHINE_OBSERVATION				4030133.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.243Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875669432	ba745fec-6b40-4edd-b035-5a27a1232760	12310029.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.73641	-85.57318							2022-12-31	31	12	2022	2434982	2434982	MACHINE_OBSERVATION				12310029.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.226Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875669430	ba745fec-6b40-4edd-b035-5a27a1232760	05030435.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.738537	-85.572084							2022-05-03	3	5	2022	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.224Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875669354	ba745fec-6b40-4edd-b035-5a27a1232760	04230048.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67738	-83.58411							2019-04-23	23	4	2019	2435099	2435099	MACHINE_OBSERVATION				04230048.MP4	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:44.203Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875669339	ba745fec-6b40-4edd-b035-5a27a1232760	05240231.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-05-24	24	5	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:44.197Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875669336	ba745fec-6b40-4edd-b035-5a27a1232760	2250022.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74121	-83.40298							2018-02-25	25	2	2018	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.198Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875668243	ba745fec-6b40-4edd-b035-5a27a1232760	03260040.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Puma yagouaroundi		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-03-26	26	3	2019	2435146	2435146	MACHINE_OBSERVATION				DDCFONAFIFO	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:44.226Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875668229	ba745fec-6b40-4edd-b035-5a27a1232760	05160556.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.738537	-85.572084							2022-05-16	16	5	2022	5219426	5219426	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.163Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875668223	ba745fec-6b40-4edd-b035-5a27a1232760	3300084.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2018-03-30	30	3	2018	2434982	2434982	MACHINE_OBSERVATION				3300084.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.161Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875668157	ba745fec-6b40-4edd-b035-5a27a1232760	05240608.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.738537	-85.572084							2022-05-24	24	5	2022	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.147Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875668026	ba745fec-6b40-4edd-b035-5a27a1232760	""" 03280674.MP4/DDC/fonafifo"""	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	4	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.750751	-85.581042							2020-03-28	28	3	2020	2434982	2434982	MACHINE_OBSERVATION				""" 03280674.MP4"""	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.114Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667979	ba745fec-6b40-4edd-b035-5a27a1232760	6080739.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74121	-83.40298							2018-06-08	8	6	2018	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.103Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667962	ba745fec-6b40-4edd-b035-5a27a1232760	2240012.JPG/DDC/fonafifo_687	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	AGUA BUENA-RINCŒ		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.69628	-83.50129							2018-02-24	24	2	2018	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:44.093Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667819	ba745fec-6b40-4edd-b035-5a27a1232760	4160196.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	AGUA BUENA-RINCŒ		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.69628	-83.50129							2018-04-16	16	4	2018	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.920Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667765	ba745fec-6b40-4edd-b035-5a27a1232760	01050023.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-06-15	15	6	2019	2434982	2434982	MACHINE_OBSERVATION				01050023.MP4	Ricardo Bedoya		CC_BY_NC_4_0					2024-06-11T07:21:43.913Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667716	ba745fec-6b40-4edd-b035-5a27a1232760	05070339.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Estacizxperimental Forestal Horizontes		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.726964	-85.5949							2021-05-07	7	5	2021	2435099	2435099	MACHINE_OBSERVATION				05070339.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.897Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667699	ba745fec-6b40-4edd-b035-5a27a1232760	02200014.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-02-20	20	2	2019	5219426	5219426	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.892Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667697	ba745fec-6b40-4edd-b035-5a27a1232760	01130024.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.71595	-85.58434							2023-01-01	1	1	2023	2434982	2434982	MACHINE_OBSERVATION				01130024.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.890Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667689	ba745fec-6b40-4edd-b035-5a27a1232760	06070479.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-06-07	7	6	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.895Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667664	ba745fec-6b40-4edd-b035-5a27a1232760	01030009.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.71595	-85.58434							2023-01-01	1	1	2023	2434982	2434982	MACHINE_OBSERVATION				01030009.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.883Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667652	ba745fec-6b40-4edd-b035-5a27a1232760	7300450.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	BAHIA CHAL		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.754	-83.43068							2016-07-30	30	7	2016	2434982	2434982	MACHINE_OBSERVATION				7300450.MP4	Ricardo Bedoya/Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.895Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667633	ba745fec-6b40-4edd-b035-5a27a1232760	02140010.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	AGUA BUENA-RINCŒ		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.69628	-83.50129							2019-02-14	14	2	2019	2435099	2435099	MACHINE_OBSERVATION				02140010.MP4	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.877Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667570	ba745fec-6b40-4edd-b035-5a27a1232760	05100311.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.763197	-85.560203							2022-05-10	10	5	2022	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.860Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667565	ba745fec-6b40-4edd-b035-5a27a1232760	04220043.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67738	-83.58411							2019-04-22	22	4	2019	2434982	2434982	MACHINE_OBSERVATION				04220043.MP4	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:43.859Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667558	ba745fec-6b40-4edd-b035-5a27a1232760	4260439.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RINCON		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.70584	-83.49329							2023-06-09	9	6	2023	2435099	2435099	MACHINE_OBSERVATION				06090054.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.857Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667535	ba745fec-6b40-4edd-b035-5a27a1232760	EK000028.JPG/DDC/fonafifo_2312	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR	RANCHO QUEMADO		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.68927	-83.5835							2019-04-15	15	4	2019	5219426	5219426	MACHINE_OBSERVATION				DDCFONAFIFO	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:43.851Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667471	ba745fec-6b40-4edd-b035-5a27a1232760	EK000028.JPG/DDC/fonafifo_2352	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	RANCHO QUEMADO		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.70394	-83.55246							2019-03-29	29	3	2019	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:43.833Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667454	ba745fec-6b40-4edd-b035-5a27a1232760	03260136.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.68475	-83.57434							2019-03-26	26	3	2019	2435099	2435099	MACHINE_OBSERVATION				03260136.MP4	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.828Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667409	ba745fec-6b40-4edd-b035-5a27a1232760	04020078.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-04-01	1	4	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:43.819Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667374	ba745fec-6b40-4edd-b035-5a27a1232760	04090195.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma yagouaroundi		SPECIES	Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)	Puma yagouaroundi		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67664	-83.57304							2023-04-09	9	4	2023	2435146	2435146	MACHINE_OBSERVATION				04090195.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.838Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667348	ba745fec-6b40-4edd-b035-5a27a1232760	8280043.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	2	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74223	-83.39592							2016-08-28	28	8	2016	2434982	2434982	MACHINE_OBSERVATION				8280043.MP4	Ricardo Bedoya/Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.803Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667345	ba745fec-6b40-4edd-b035-5a27a1232760	5170099.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2018-05-17	17	5	2018	2435099	2435099	MACHINE_OBSERVATION				5170099.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.834Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667334	ba745fec-6b40-4edd-b035-5a27a1232760	5290272.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	AGUA BUENA-RINCŒ		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.69628	-83.50129							2018-05-29	29	5	2018	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.801Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875667304	ba745fec-6b40-4edd-b035-5a27a1232760	07010081.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	RANCHO QUEMADO		PRESENT	3	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67672	-83.57298							2019-07-01	1	7	2019	2434982	2434982	MACHINE_OBSERVATION				07010081.MP4	Jonathan Sanchez		CC_BY_NC_4_0					2024-06-11T07:21:43.792Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665174	ba745fec-6b40-4edd-b035-5a27a1232760	07290758.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Estacizxperimental Forestal Horizontes		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.726964	-85.5949							2021-07-29	29	7	2021	2435099	2435099	MACHINE_OBSERVATION				07290758.MP4	Ricardo Bedoya		CC_BY_NC_4_0					2024-06-11T07:21:43.764Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665172	ba745fec-6b40-4edd-b035-5a27a1232760	8190128.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.746	-83.40452							2016-08-19	19	8	2016	2434982	2434982	MACHINE_OBSERVATION				8190128.MP4	Ricardo Bedoya/Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.763Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665144	ba745fec-6b40-4edd-b035-5a27a1232760	05260617.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.738537	-85.572084							2022-05-26	26	5	2022	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.757Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665126	ba745fec-6b40-4edd-b035-5a27a1232760	05020062.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-05-02	2	5	2019	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.753Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665113	ba745fec-6b40-4edd-b035-5a27a1232760	04180144.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Estacizxperimental Forestal Horizontes		PRESENT	2	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.726964	-85.5949							2021-04-18	18	4	2021	2435099	2435099	MACHINE_OBSERVATION				04180144.MP4	Adriana Valerio		CC_BY_NC_4_0					2024-06-11T07:21:43.754Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875665102	ba745fec-6b40-4edd-b035-5a27a1232760	02180025.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-02-18	18	2	2019	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2024-06-11T07:21:43.748Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
